Ensembl ID,Cell Count,Gene Name
ENSG00000138772,217,ANXA3
ENSG00000163170,216,BOLA3
ENSG00000175105,216,ZNF654
ENSG00000144655,216,CSRNP1
ENSG00000057657,216,PRDM1
ENSG00000177606,216,JUN
ENSG00000176083,216,ZNF683
ENSG00000049768,216,FOXP3
ENSG00000188868,216,ZNF563
ENSG00000143365,215,RORC
ENSG00000114554,215,PLXNA1
ENSG00000089280,215,FUS
ENSG00000165066,215,NKX6-3
ENSG00000055332,215,EIF2AK2
ENSG00000172667,215,ZMAT3
ENSG00000180964,215,TCEAL8
ENSG00000147854,215,UHRF2
ENSG00000167986,214,DDB1
ENSG00000179455,214,MKRN3
ENSG00000129194,214,SOX15
ENSG00000251369,214,ZNF550
ENSG00000128645,214,HOXD1
ENSG00000007968,214,E2F2
ENSG00000067082,213,KLF6
ENSG00000138136,213,LBX1
ENSG00000175787,213,ZNF169
ENSG00000176472,213,ZNF575
ENSG00000198482,212,ZNF808
ENSG00000142700,212,DMRTA2
ENSG00000198824,212,CHAMP1
ENSG00000167625,212,ZNF526
ENSG00000055208,212,TAB2
ENSG00000256087,212,ZNF432
ENSG00000090612,212,ZNF268
ENSG00000164778,212,EN2
ENSG00000172818,212,OVOL1
ENSG00000180828,212,BHLHE22
ENSG00000185238,211,PRMT3
ENSG00000118412,211,CASP8AP2
ENSG00000105880,211,DLX5
ENSG00000131759,211,RARA
ENSG00000160062,211,ZBTB8A
ENSG00000115548,211,KDM3A
ENSG00000154655,211,L3MBTL4
ENSG00000178229,211,ZNF543
ENSG00000125952,211,MAX
ENSG00000109381,211,ELF2
ENSG00000103037,210,SETD6
ENSG00000278129,210,ZNF8
ENSG00000197170,210,PSMD12
ENSG00000275004,210,ZNF280B
ENSG00000166501,210,PRKCB
ENSG00000186790,210,FOXE3
ENSG00000065970,210,FOXJ2
ENSG00000227059,210,ANHX
ENSG00000180806,210,HOXC9
ENSG00000162337,209,LRP5
ENSG00000137871,209,ZNF280D
ENSG00000100150,209,DEPDC5
ENSG00000005801,209,ZNF195
ENSG00000107859,209,PITX3
ENSG00000185002,208,RFX6
ENSG00000258315,208,C17orf49
ENSG00000128709,208,HOXD9
ENSG00000171425,208,ZNF581
ENSG00000171956,208,FOXB1
ENSG00000179930,207,ZNF648
ENSG00000106038,207,EVX1
ENSG00000197587,207,DMBX1
ENSG00000121068,207,TBX2
ENSG00000143178,207,TBX19
ENSG00000186446,207,ZNF501
ENSG00000102760,207,RGCC
ENSG00000152518,207,ZFP36L2
ENSG00000110395,206,CBL
ENSG00000133703,206,KRAS
ENSG00000213799,206,ZNF845
ENSG00000181690,206,PLAG1
ENSG00000131116,206,ZNF428
ENSG00000275410,206,HNF1B
ENSG00000170577,206,SIX2
ENSG00000100823,206,APEX1
ENSG00000181638,205,ZFP41
ENSG00000185404,205,SP140L
ENSG00000118900,205,UBN1
ENSG00000197302,205,ZNF720
ENSG00000104312,205,RIPK2
ENSG00000147140,205,NONO
ENSG00000147596,205,PRDM14
ENSG00000185730,205,ZNF696
ENSG00000159387,205,IRX6
ENSG00000174279,205,EVX2
ENSG00000118058,205,KMT2A
ENSG00000173153,205,ESRRA
ENSG00000176399,204,DMRTA1
ENSG00000105708,204,ZNF14
ENSG00000109445,204,ZNF330
ENSG00000103152,204,MPG
ENSG00000147118,204,ZNF182
ENSG00000186814,204,ZSCAN30
ENSG00000162302,204,RPS6KA4
ENSG00000112685,204,EXOC2
ENSG00000155506,203,LARP1
ENSG00000105559,203,PLEKHA4
ENSG00000205143,203,ARID3C
ENSG00000181965,203,NEUROG1
ENSG00000132950,203,ZMYM5
ENSG00000124232,203,RBPJL
ENSG00000116062,203,MSH6
ENSG00000182158,203,CREB3L2
ENSG00000081189,203,MEF2C
ENSG00000005513,202,SOX8
ENSG00000198464,202,ZNF480
ENSG00000237765,202,FAM200B
ENSG00000168769,201,TET2
ENSG00000122877,201,EGR2
ENSG00000161813,201,LARP4
ENSG00000197579,201,TOPORS
ENSG00000181666,201,HKR1
ENSG00000131845,201,ZNF304
ENSG00000103168,201,TAF1C
ENSG00000140396,201,NCOA2
ENSG00000071655,200,MBD3
ENSG00000181722,200,ZBTB20
ENSG00000100281,200,HMGXB4
ENSG00000197951,200,ZNF71
ENSG00000113196,200,HAND1
ENSG00000189079,200,ARID2
ENSG00000117318,200,ID3
ENSG00000186017,200,ZNF566
ENSG00000129071,200,MBD4
ENSG00000167491,200,GATAD2A
ENSG00000163159,200,VPS72
ENSG00000143006,200,DMRTB1
ENSG00000177463,200,NR2C2
ENSG00000076604,200,TRAF4
ENSG00000138311,199,ZNF365
ENSG00000029993,199,HMGB3
ENSG00000142856,199,ITGB3BP
ENSG00000211460,199,TSN
ENSG00000078403,198,MLLT10
ENSG00000215271,198,HOMEZ
ENSG00000119574,198,ZBTB45
ENSG00000147601,198,TERF1
ENSG00000196263,198,ZNF471
ENSG00000185591,198,SP1
ENSG00000118260,198,CREB1
ENSG00000106462,198,EZH2
ENSG00000122386,198,ZNF205
ENSG00000167685,198,ZNF444
ENSG00000204524,198,ZNF805
ENSG00000198455,198,ZXDB
ENSG00000159905,198,ZNF221
ENSG00000130818,198,ZNF426
ENSG00000198815,198,FOXJ3
ENSG00000138795,198,LEF1
ENSG00000136936,198,XPA
ENSG00000179833,198,SERTAD2
ENSG00000113387,198,SUB1
ENSG00000042088,198,TDP1
ENSG00000171970,197,ZNF57
ENSG00000025293,197,PHF20
ENSG00000012048,197,BRCA1
ENSG00000130844,197,ZNF331
ENSG00000256683,197,ZNF350
ENSG00000258405,197,ZNF578
ENSG00000205213,196,LGR4
ENSG00000075407,196,ZNF37A
ENSG00000154727,196,GABPA
ENSG00000078900,196,TP73
ENSG00000107262,196,BAG1
ENSG00000197123,196,ZNF679
ENSG00000114439,196,BBX
ENSG00000126778,196,SIX1
ENSG00000173404,196,INSM1
ENSG00000168062,196,BATF2
ENSG00000024526,195,DEPDC1
ENSG00000166478,195,ZNF143
ENSG00000128714,195,HOXD13
ENSG00000104824,195,HNRNPL
ENSG00000198862,195,LTN1
ENSG00000162761,194,LMX1A
ENSG00000213676,194,ATF6B
ENSG00000123685,194,BATF3
ENSG00000213988,194,ZNF90
ENSG00000189056,194,RELN
ENSG00000168505,194,GBX2
ENSG00000123388,194,HOXC11
ENSG00000197841,194,ZNF181
ENSG00000179943,194,FIZ1
ENSG00000122691,194,TWIST1
ENSG00000198346,194,ZNF813
ENSG00000172238,193,ATOH1
ENSG00000088888,193,MAVS
ENSG00000117139,193,KDM5B
ENSG00000171867,193,PRNP
ENSG00000128713,193,HOXD11
ENSG00000114126,193,TFDP2
ENSG00000235109,193,ZSCAN31
ENSG00000276043,193,UHRF1
ENSG00000143032,193,BARHL2
ENSG00000156273,192,BACH1
ENSG00000186051,192,TAL2
ENSG00000131127,192,ZNF141
ENSG00000220201,192,ZGLP1
ENSG00000197128,192,ZNF772
ENSG00000175592,192,FOSL1
ENSG00000120963,191,ZNF706
ENSG00000198911,191,SREBF2
ENSG00000173276,191,ZBTB21
ENSG00000169714,191,CNBP
ENSG00000166266,191,CUL5
ENSG00000141027,191,NCOR1
ENSG00000005102,191,MEOX1
ENSG00000105887,191,MTPN
ENSG00000159592,190,GPBP1L1
ENSG00000166848,190,TERF2IP
ENSG00000123576,190,ESX1
ENSG00000198265,190,HELZ
ENSG00000269335,190,IKBKG
ENSG00000187605,190,TET3
ENSG00000175879,190,HOXD8
ENSG00000025434,190,NR1H3
ENSG00000198131,189,ZNF544
ENSG00000197279,189,ZNF165
ENSG00000147183,189,CPXCR1
ENSG00000181444,189,ZNF467
ENSG00000157429,189,ZNF19
ENSG00000146757,189,ZNF92
ENSG00000159184,189,HOXB13
ENSG00000180855,189,ZNF443
ENSG00000173825,189,TIGD3
ENSG00000149948,188,HMGA2
ENSG00000180357,188,ZNF609
ENSG00000173894,188,CBX2
ENSG00000010803,188,SCMH1
ENSG00000140577,188,CRTC3
ENSG00000115966,188,ATF2
ENSG00000134852,188,CLOCK
ENSG00000198740,188,ZNF652
ENSG00000197619,188,ZNF615
ENSG00000133937,188,GSC
ENSG00000054598,188,FOXC1
ENSG00000170260,187,ZNF212
ENSG00000272602,187,ZNF595
ENSG00000165655,187,ZNF503
ENSG00000161298,187,ZNF382
ENSG00000180035,187,ZNF48
ENSG00000186103,187,ARGFX
ENSG00000065675,187,PRKCQ
ENSG00000004534,187,RBM6
ENSG00000180340,187,FZD2
ENSG00000105497,187,ZNF175
ENSG00000108395,187,TRIM37
ENSG00000179750,187,APOBEC3B
ENSG00000169155,187,ZBTB43
ENSG00000084676,187,NCOA1
ENSG00000083642,187,PDS5B
ENSG00000161021,187,MAML1
ENSG00000124201,187,ZNFX1
ENSG00000213793,187,ZNF888
ENSG00000128573,187,FOXP2
ENSG00000100324,187,TAB1
ENSG00000164011,187,ZNF691
ENSG00000167562,186,ZNF701
ENSG00000197451,186,HNRNPAB
ENSG00000137265,186,IRF4
ENSG00000118526,186,TCF21
ENSG00000183734,186,ASCL2
ENSG00000168875,186,SOX14
ENSG00000083844,186,ZNF264
ENSG00000184634,186,MED12
ENSG00000050344,186,NFE2L3
ENSG00000177200,185,CHD9
ENSG00000196418,185,ZNF124
ENSG00000110925,185,CSRNP2
ENSG00000173039,185,RELA
ENSG00000104375,185,STK3
ENSG00000148737,185,TCF7L2
ENSG00000150907,185,FOXO1
ENSG00000153560,185,UBP1
ENSG00000118156,185,ZNF541
ENSG00000124177,185,CHD6
ENSG00000187792,185,ZNF70
ENSG00000188313,185,PLSCR1
ENSG00000073614,185,KDM5A
ENSG00000105127,184,AKAP8
ENSG00000154832,184,CXXC1
ENSG00000125850,184,OVOL2
ENSG00000145088,184,EAF2
ENSG00000145734,184,BDP1
ENSG00000118513,184,MYB
ENSG00000143157,184,POGK
ENSG00000137270,184,GCM1
ENSG00000198466,184,ZNF587
ENSG00000205581,184,HMGN1
ENSG00000130544,184,ZNF557
ENSG00000172732,184,MUS81
ENSG00000175395,184,ZNF25
ENSG00000198298,184,ZNF485
ENSG00000184492,184,FOXD4L1
ENSG00000176165,184,FOXG1
ENSG00000111087,184,GLI1
ENSG00000131115,183,ZNF227
ENSG00000249471,183,ZNF324B
ENSG00000188033,183,ZNF490
ENSG00000157657,183,ZNF618
ENSG00000116560,183,SFPQ
ENSG00000172000,183,ZNF556
ENSG00000214575,183,CPEB1
ENSG00000105939,183,ZC3HAV1
ENSG00000166228,183,PCBD1
ENSG00000108001,183,EBF3
ENSG00000131931,183,THAP1
ENSG00000116132,183,PRRX1
ENSG00000170608,183,FOXA3
ENSG00000170485,183,NPAS2
ENSG00000176679,182,TGIF2LY
ENSG00000275700,182,AATF
ENSG00000105856,182,HBP1
ENSG00000165671,182,NSD1
ENSG00000179922,182,ZNF784
ENSG00000161551,182,ZNF577
ENSG00000159556,181,ISL2
ENSG00000020256,181,ZFP64
ENSG00000125686,181,MED1
ENSG00000111912,181,NCOA7
ENSG00000132005,181,RFX1
ENSG00000167384,181,ZNF180
ENSG00000115661,181,STK16
ENSG00000213967,181,ZNF726
ENSG00000160007,181,ARHGAP35
ENSG00000181135,181,ZNF707
ENSG00000213341,181,CHUK
ENSG00000132964,181,CDK8
ENSG00000225614,180,ZNF469
ENSG00000185155,180,MIXL1
ENSG00000148450,180,MSRB2
ENSG00000159216,180,RUNX1
ENSG00000151615,180,POU4F2
ENSG00000182318,180,ZSCAN22
ENSG00000178665,180,ZNF713
ENSG00000047315,180,POLR2B
ENSG00000096717,180,SIRT1
ENSG00000129173,179,E2F8
ENSG00000137338,179,PGBD1
ENSG00000108813,179,DLX4
ENSG00000083223,179,ZCCHC6
ENSG00000175329,179,ISX
ENSG00000121390,179,PSPC1
ENSG00000197714,179,ZNF460
ENSG00000221869,179,CEBPD
ENSG00000156374,179,PCGF6
ENSG00000204103,179,MAFB
ENSG00000189190,178,ZNF600
ENSG00000124216,178,SNAI1
ENSG00000172888,178,ZNF621
ENSG00000197363,178,ZNF517
ENSG00000092098,178,RNF31
ENSG00000131263,178,RLIM
ENSG00000186153,178,WWOX
ENSG00000163792,178,TCF23
ENSG00000130254,178,SAFB2
ENSG00000213973,178,ZNF99
ENSG00000091831,177,ESR1
ENSG00000175213,177,ZNF408
ENSG00000100811,177,YY1
ENSG00000152454,177,ZNF256
ENSG00000188295,177,ZNF669
ENSG00000124613,177,ZNF391
ENSG00000103495,177,MAZ
ENSG00000273706,177,LHX1
ENSG00000130511,177,SSBP4
ENSG00000104907,177,TRMT1
ENSG00000197779,176,ZNF81
ENSG00000183474,176,GTF2H2C
ENSG00000070444,176,MNT
ENSG00000171872,176,KLF17
ENSG00000110851,176,PRDM4
ENSG00000179456,176,ZBTB18
ENSG00000172466,175,ZNF24
ENSG00000186416,175,NKRF
ENSG00000054118,175,THRAP3
ENSG00000136574,175,GATA4
ENSG00000184897,175,H1FX
ENSG00000196109,175,ZNF676
ENSG00000010671,175,BTK
ENSG00000174652,174,ZNF266
ENSG00000167081,174,PBX3
ENSG00000170004,174,CHD3
ENSG00000133111,174,RFXAP
ENSG00000267680,174,ZNF224
ENSG00000135341,174,MAP3K7
ENSG00000141968,174,VAV1
ENSG00000139445,173,FOXN4
ENSG00000198839,173,ZNF277
ENSG00000188620,173,HMX3
ENSG00000204366,173,ZBTB12
ENSG00000171735,173,CAMTA1
ENSG00000121690,173,DEPDC7
ENSG00000152439,172,ZNF773
ENSG00000119919,172,NKX2-3
ENSG00000163874,172,ZC3H12A
ENSG00000236287,172,ZBED5
ENSG00000197928,172,ZNF677
ENSG00000198182,172,ZNF607
ENSG00000172216,172,CEBPB
ENSG00000204595,172,DPRX
ENSG00000173976,172,RAX2
ENSG00000167604,172,NFKBID
ENSG00000075891,172,PAX2
ENSG00000152601,171,MBNL1
ENSG00000188290,171,HES4
ENSG00000014164,171,ZC3H3
ENSG00000173673,171,HES3
ENSG00000113722,171,CDX1
ENSG00000164306,171,PRIMPOL
ENSG00000179627,171,ZBTB42
ENSG00000137193,171,PIM1
ENSG00000104885,171,DOT1L
ENSG00000146618,170,FERD3L
ENSG00000126705,170,AHDC1
ENSG00000214652,170,ZNF727
ENSG00000145687,170,SSBP2
ENSG00000135547,170,HEY2
ENSG00000101868,170,POLA1
ENSG00000127081,170,ZNF484
ENSG00000103490,170,PYCARD
ENSG00000157259,170,GATAD1
ENSG00000198146,170,ZNF770
ENSG00000158290,170,CUL4B
ENSG00000056097,170,ZFR
ENSG00000095002,170,MSH2
ENSG00000168610,170,STAT3
ENSG00000078747,170,ITCH
ENSG00000173917,170,HOXB2
ENSG00000185507,170,IRF7
ENSG00000174576,169,NPAS4
ENSG00000102554,169,KLF5
ENSG00000257446,169,ZNF878
ENSG00000153187,169,HNRNPU
ENSG00000162924,169,REL
ENSG00000074657,168,ZNF532
ENSG00000188786,168,MTF1
ENSG00000169957,168,ZNF768
ENSG00000101843,168,PSMD10
ENSG00000230989,168,HSBP1
ENSG00000131849,168,ZNF132
ENSG00000198205,168,ZXDA
ENSG00000139746,168,RBM26
ENSG00000012504,168,NR1H4
ENSG00000129315,168,CCNT1
ENSG00000074219,168,TEAD2
ENSG00000169297,167,NR0B1
ENSG00000187325,167,TAF9B
ENSG00000176692,167,FOXC2
ENSG00000104964,167,AES
ENSG00000198453,167,ZNF568
ENSG00000185219,167,ZNF445
ENSG00000176160,167,HSF5
ENSG00000180613,167,GSX2
ENSG00000101255,167,TRIB3
ENSG00000197020,167,ZNF100
ENSG00000139154,167,AEBP2
ENSG00000148704,167,VAX1
ENSG00000229809,167,ZNF688
ENSG00000187821,166,HELT
ENSG00000164684,166,ZNF704
ENSG00000149054,166,ZNF215
ENSG00000176248,166,ANAPC2
ENSG00000204946,166,ZNF783
ENSG00000092067,166,CEBPE
ENSG00000056586,166,RC3H2
ENSG00000006377,166,DLX6
ENSG00000108509,166,CAMTA2
ENSG00000125931,166,CITED1
ENSG00000116604,165,MEF2D
ENSG00000116478,165,HDAC1
ENSG00000186564,165,FOXD2
ENSG00000198791,165,CNOT7
ENSG00000069275,165,NUCKS1
ENSG00000129654,164,FOXJ1
ENSG00000106536,164,POU6F2
ENSG00000235608,164,NKX1-1
ENSG00000137764,164,MAP2K5
ENSG00000189046,164,ALKBH2
ENSG00000153779,164,TGIF2LX
ENSG00000143390,163,RFX5
ENSG00000118620,163,ZNF430
ENSG00000198914,163,POU3F3
ENSG00000130338,163,TULP4
ENSG00000118707,163,TGIF2
ENSG00000159388,163,BTG2
ENSG00000158691,163,ZSCAN12
ENSG00000179528,163,LBX2
ENSG00000100644,163,HIF1A
ENSG00000197647,163,ZNF433
ENSG00000167395,162,ZNF646
ENSG00000134874,162,DZIP1
ENSG00000164916,162,FOXK1
ENSG00000137834,162,SMAD6
ENSG00000139842,162,CUL4A
ENSG00000183850,162,ZNF730
ENSG00000136870,162,ZNF189
ENSG00000143418,162,CERS2
ENSG00000167981,162,ZNF597
ENSG00000244687,162,UBE2V1
ENSG00000140464,162,PML
ENSG00000105261,162,OVOL3
ENSG00000100836,162,PABPN1
ENSG00000156925,161,ZIC3
ENSG00000109851,161,DBX1
ENSG00000197385,161,ZNF860
ENSG00000142082,161,SIRT3
ENSG00000180535,161,BHLHA15
ENSG00000163909,161,HEYL
ENSG00000095564,161,BTAF1
ENSG00000147862,161,NFIB
ENSG00000162419,161,GMEB1
ENSG00000141646,161,SMAD4
ENSG00000158773,161,USF1
ENSG00000011451,161,WIZ
ENSG00000169548,160,ZNF280A
ENSG00000179588,160,ZFPM1
ENSG00000131264,160,CDX4
ENSG00000035928,160,RFC1
ENSG00000139372,160,TDG
ENSG00000186487,160,MYT1L
ENSG00000113580,160,NR3C1
ENSG00000138336,160,TET1
ENSG00000168883,159,USP39
ENSG00000125826,159,RBCK1
ENSG00000173011,159,TADA2B
ENSG00000103423,159,DNAJA3
ENSG00000196381,159,ZNF781
ENSG00000196628,159,TCF4
ENSG00000139620,159,KANSL2
ENSG00000159086,158,PAXBP1
ENSG00000205250,158,E2F4
ENSG00000126464,158,PRR12
ENSG00000182944,158,EWSR1
ENSG00000122482,158,ZNF644
ENSG00000160336,158,ZNF761
ENSG00000168286,158,THAP11
ENSG00000197566,158,ZNF624
ENSG00000086102,158,NFX1
ENSG00000173875,158,ZNF791
ENSG00000164683,158,HEY1
ENSG00000155545,158,MIER3
ENSG00000212993,158,POU5F1B
ENSG00000036549,158,ZZZ3
ENSG00000089225,158,TBX5
ENSG00000123066,158,MED13L
ENSG00000196152,158,ZNF79
ENSG00000165030,158,NFIL3
ENSG00000065978,158,YBX1
ENSG00000080298,157,RFX3
ENSG00000218891,157,ZNF579
ENSG00000177352,157,CCDC71
ENSG00000196767,157,POU3F4
ENSG00000187446,157,CHP1
ENSG00000005889,157,ZFX
ENSG00000183072,157,NKX2-5
ENSG00000149311,157,ATM
ENSG00000105610,157,KLF1
ENSG00000101126,156,ADNP
ENSG00000253831,156,ETV3L
ENSG00000117000,156,RLF
ENSG00000154920,156,EME1
ENSG00000172748,156,ZNF596
ENSG00000124496,156,TRERF1
ENSG00000159263,156,SIM2
ENSG00000106031,156,HOXA13
ENSG00000131242,156,RAB11FIP4
ENSG00000229544,156,NKX1-2
ENSG00000005436,155,GCFC2
ENSG00000111783,155,RFX4
ENSG00000173253,155,DMRT2
ENSG00000141568,155,FOXK2
ENSG00000114166,155,KAT2B
ENSG00000019549,155,SNAI2
ENSG00000166704,155,ZNF606
ENSG00000179772,155,FOXS1
ENSG00000160224,155,AIRE
ENSG00000113916,155,BCL6
ENSG00000183340,155,JRKL
ENSG00000112246,155,SIM1
ENSG00000085644,155,ZNF213
ENSG00000111653,155,ING4
ENSG00000205927,155,OLIG2
ENSG00000122592,154,HOXA7
ENSG00000142065,154,ZFP14
ENSG00000104064,154,GABPB1
ENSG00000178295,154,GEN1
ENSG00000177888,154,ZBTB41
ENSG00000106290,154,TAF6
ENSG00000163939,154,PBRM1
ENSG00000256223,154,ZNF10
ENSG00000177125,154,ZBTB34
ENSG00000251493,154,FOXD1
ENSG00000273841,154,TAF9
ENSG00000072364,154,AFF4
ENSG00000175727,153,MLXIP
ENSG00000196456,153,ZNF775
ENSG00000213780,153,GTF2H4
ENSG00000064961,153,HMG20B
ENSG00000124813,153,RUNX2
ENSG00000067955,153,CBFB
ENSG00000107929,153,LARP4B
ENSG00000140968,153,IRF8
ENSG00000230257,153,NFE4
ENSG00000068903,153,SIRT2
ENSG00000188785,153,ZNF548
ENSG00000018869,152,ZNF582
ENSG00000120093,152,HOXB3
ENSG00000197921,152,HES5
ENSG00000196605,152,ZNF846
ENSG00000123358,152,NR4A1
ENSG00000127152,152,BCL11B
ENSG00000197362,152,ZNF786
ENSG00000163623,152,NKX6-1
ENSG00000160908,152,ZNF394
ENSG00000169564,152,PCBP1
ENSG00000087903,151,RFX2
ENSG00000164185,151,ZNF474
ENSG00000142599,151,RERE
ENSG00000139651,151,ZNF740
ENSG00000125398,151,SOX9
ENSG00000134046,151,MBD2
ENSG00000196792,151,STRN3
ENSG00000180818,151,HOXC10
ENSG00000180787,151,ZFP3
ENSG00000064995,151,TAF11
ENSG00000124782,151,RREB1
ENSG00000167555,151,ZNF528
ENSG00000168795,151,ZBTB5
ENSG00000073282,150,TP63
ENSG00000145908,150,ZNF300
ENSG00000163666,150,HESX1
ENSG00000170370,150,EMX2
ENSG00000168916,150,ZNF608
ENSG00000156853,150,ZNF689
ENSG00000179195,150,ZNF664
ENSG00000197937,150,ZNF347
ENSG00000198551,150,ZNF627
ENSG00000004487,150,KDM1A
ENSG00000161940,149,BCL6B
ENSG00000165244,149,ZNF367
ENSG00000169840,149,GSX1
ENSG00000008083,149,JARID2
ENSG00000165512,149,ZNF22
ENSG00000130711,149,PRDM12
ENSG00000178338,149,ZNF354B
ENSG00000119608,149,PROX2
ENSG00000196946,148,ZNF705A
ENSG00000147421,148,HMBOX1
ENSG00000166949,148,SMAD3
ENSG00000134744,148,ZCCHC11
ENSG00000123200,148,ZC3H13
ENSG00000169249,148,ZRSR2
ENSG00000267508,148,ZNF285
ENSG00000196793,148,ZNF239
ENSG00000157625,148,TAB3
ENSG00000197044,148,ZNF441
ENSG00000010539,148,ZNF200
ENSG00000162714,148,ZNF496
ENSG00000175322,147,ZNF519
ENSG00000005339,147,CREBBP
ENSG00000269699,147,ZIM2
ENSG00000108064,147,TFAM
ENSG00000185386,147,MAPK11
ENSG00000185670,147,ZBTB3
ENSG00000135945,147,REV1
ENSG00000197483,147,ZNF628
ENSG00000153975,147,ZUFSP
ENSG00000083168,146,KAT6A
ENSG00000197933,146,ZNF823
ENSG00000028839,146,TBPL1
ENSG00000164749,146,HNF4G
ENSG00000091009,146,RBM27
ENSG00000172845,146,SP3
ENSG00000041988,146,THAP3
ENSG00000130940,146,CASZ1
ENSG00000115568,146,ZNF142
ENSG00000213246,146,SUPT4H1
ENSG00000173275,146,ZNF449
ENSG00000170684,146,ZNF296
ENSG00000223547,145,ZNF844
ENSG00000078399,145,HOXA9
ENSG00000124575,145,HIST1H1D
ENSG00000063438,145,AHRR
ENSG00000064835,145,POU1F1
ENSG00000159885,145,ZNF222
ENSG00000157613,145,CREB3L1
ENSG00000177508,145,IRX3
ENSG00000123405,145,NFE2
ENSG00000108788,145,MLX
ENSG00000143067,145,ZNF697
ENSG00000223614,145,ZNF735
ENSG00000142556,145,ZNF614
ENSG00000162664,145,ZNF326
ENSG00000107372,145,ZFAND5
ENSG00000105717,145,PBX4
ENSG00000165417,144,GTF2A1
ENSG00000204060,144,FOXO6
ENSG00000261221,144,ZNF865
ENSG00000116035,144,VAX2
ENSG00000037965,144,HOXC8
ENSG00000029363,144,BCLAF1
ENSG00000085274,144,MYNN
ENSG00000182979,144,MTA1
ENSG00000166454,144,ATMIN
ENSG00000176182,144,MYPOP
ENSG00000197905,144,TEAD4
ENSG00000082175,144,PGR
ENSG00000167528,144,ZNF641
ENSG00000172733,143,PURG
ENSG00000126767,143,ELK1
ENSG00000203989,143,RHOXF2B
ENSG00000197608,143,ZNF841
ENSG00000116731,143,PRDM2
ENSG00000176024,143,ZNF613
ENSG00000144747,143,TMF1
ENSG00000151702,143,FLI1
ENSG00000171720,142,HDAC3
ENSG00000165606,142,DRGX
ENSG00000128829,142,EIF2AK4
ENSG00000144554,142,FANCD2
ENSG00000173258,142,ZNF483
ENSG00000123307,142,NEUROD4
ENSG00000118515,142,SGK1
ENSG00000143842,142,SOX13
ENSG00000063515,142,GSC2
ENSG00000172493,142,AFF1
ENSG00000176842,142,IRX5
ENSG00000187855,142,ASCL4
ENSG00000064313,142,TAF2
ENSG00000198185,142,ZNF334
ENSG00000177683,141,THAP5
ENSG00000179115,141,FARSA
ENSG00000083828,141,ZNF586
ENSG00000187595,141,ZNF385C
ENSG00000165632,140,TAF3
ENSG00000101216,140,GMEB2
ENSG00000151322,140,NPAS3
ENSG00000153147,140,SMARCA5
ENSG00000087510,140,TFAP2C
ENSG00000124795,140,DEK
ENSG00000170903,140,MSANTD4
ENSG00000116044,140,NFE2L2
ENSG00000197857,140,ZNF44
ENSG00000124664,140,SPDEF
ENSG00000122145,139,TBX22
ENSG00000196235,139,SUPT5H
ENSG00000197343,139,ZNF655
ENSG00000089116,139,LHX5
ENSG00000182759,139,MAFA
ENSG00000178662,139,CSRNP3
ENSG00000011243,139,AKAP8L
ENSG00000133997,139,MED6
ENSG00000189180,139,ZNF33A
ENSG00000119866,138,BCL11A
ENSG00000064195,138,DLX3
ENSG00000106852,138,LHX6
ENSG00000152193,138,RNF219
ENSG00000178982,138,EIF3K
ENSG00000152443,138,ZNF776
ENSG00000094631,138,HDAC6
ENSG00000221983,138,UBA52
ENSG00000182521,138,TBPL2
ENSG00000198373,138,WWP2
ENSG00000148826,138,NKX6-2
ENSG00000152977,138,ZIC1
ENSG00000129534,138,MIS18BP1
ENSG00000203485,137,INF2
ENSG00000129911,137,KLF16
ENSG00000102878,137,HSF4
ENSG00000214029,137,ZNF891
ENSG00000173480,137,ZNF417
ENSG00000106006,137,HOXA6
ENSG00000138433,137,CIR1
ENSG00000102054,136,RBBP7
ENSG00000079432,136,CIC
ENSG00000155592,136,ZKSCAN2
ENSG00000198795,136,ZNF521
ENSG00000196588,136,MKL1
ENSG00000135148,136,TRAFD1
ENSG00000100207,136,TCF20
ENSG00000197360,136,ZNF98
ENSG00000173068,136,BNC2
ENSG00000165891,136,E2F7
ENSG00000172789,136,HOXC5
ENSG00000198171,136,DDRGK1
ENSG00000043039,135,BARX2
ENSG00000272886,135,DCP1A
ENSG00000100429,135,HDAC10
ENSG00000263002,135,ZNF234
ENSG00000130522,135,JUND
ENSG00000215372,135,ZNF705G
ENSG00000102103,135,PQBP1
ENSG00000170604,134,IRF2BP1
ENSG00000163958,134,ZDHHC19
ENSG00000163132,134,MSX1
ENSG00000137492,134,THAP12
ENSG00000205189,134,ZBTB10
ENSG00000162227,134,TAF6L
ENSG00000004700,134,RECQL
ENSG00000163602,134,RYBP
ENSG00000138083,134,SIX3
ENSG00000180626,134,ZNF594
ENSG00000170144,134,HNRNPA3
ENSG00000144852,133,NR1I2
ENSG00000162813,133,BPNT1
ENSG00000130182,133,ZSCAN10
ENSG00000147099,133,HDAC8
ENSG00000064490,133,RFXANK
ENSG00000178187,133,ZNF454
ENSG00000257315,133,ZBED6
ENSG00000221944,133,TIGD1
ENSG00000188816,132,HMX2
ENSG00000122034,132,GTF3A
ENSG00000146285,132,SCML4
ENSG00000127616,132,SMARCA4
ENSG00000141384,132,TAF4B
ENSG00000116584,132,ARHGEF2
ENSG00000196653,132,ZNF502
ENSG00000093167,132,LRRFIP2
ENSG00000196670,131,ZFP62
ENSG00000165156,131,ZHX1
ENSG00000184635,131,ZNF93
ENSG00000181894,131,ZNF329
ENSG00000148229,131,POLE3
